realtime_us,packet,lx,ly,rx,ry,lt,rt,buttons
1783106908841129,23990,642,27991,13395,21107,0,0,0
1783106908842210,23994,-642,27991,10644,21906,0,0,0
1783106908843289,23998,-1924,27932,9203,22619,0,0,0
1783106908844374,24001,-3203,27815,9203,23243,0,0,0
1783106908845455,24005,-4475,27639,7725,23775,0,0,0
1783106908846603,24009,-5737,27404,6217,24213,0,0,0
1783106908847682,24012,-6988,27404,4684,24556,0,0,0
1783106908848764,24016,-8223,27112,3133,24801,0,0,0
1783106908849861,24019,-8223,26764,1569,24949,0,0,0
1783106908851018,24023,-9442,26358,0,24999,0,0,0
1783106908852106,24026,-10640,25898,-1569,24999,0,0,0
1783106908853138,24030,-11817,25383,-3133,24949,0,0,0
1783106908854277,24034,-12968,24814,-4684,24801,0,0,0
1783106908855360,24037,-14092,24194,-4684,24556,0,0,0
1783106908856444,24041,-15187,23522,-6217,24213,0,0,0
1783106908857527,24044,-16249,23522,-7725,23775,0,0,0
1783106908858607,24048,-17277,22801,-9203,23243,0,0,0
1783106908859691,24052,-18269,22032,-10644,22619,0,0,0
1783106908860774,24055,-18269,21217,-12043,21906,0,0,0
1783106908861859,24058,-19223,20357,-13395,21906,0,0,0
1783106908862943,24062,-20136,19454,-14694,21107,0,0,0
1783106908864024,24065,-21007,18510,-14694,20224,0,0,0
1783106908865105,24068,-21833,18510,-15935,19261,0,0,0
1783106908866141,24072,-22614,17528,-17113,18223,0,0,0
1783106908867223,24075,-22614,16508,-18224,17112,0,0,0
1783106908868309,24079,-23347,15454,-19262,15934,0,0,0
1783106908869413,24083,-24031,14368,-20225,14693,0,0,0
1783106908870498,24086,-24665,13251,-21108,14693,0,0,0
1783106908871583,24090,-25246,12106,-21907,13394,0,0,0
1783106908872663,24094,-25775,10936,-22620,12042,0,0,0
1783106908873786,24098,-26249,9742,-23244,10643,0,0,0
1783106908874869,24101,-26668,8529,-23244,9202,0,0,0
1783106908875950,24105,-27032,7297,-23776,7724,0,0,0
1783106908877033,24108,-27338,7297,-24214,6216,0,0,0
1783106908878121,24112,-27586,6050,-24557,4683,0,0,0
1783106908879202,24116,-27777,4790,-24802,3132,0,0,0
1783106908880286,24119,-27777,3521,-24950,1568,0,0,0
1783106908881367,24123,-27909,2243,-25000,-1,0,0,0
1783106908882449,24127,-27983,961,-24950,-1570,0,0,0
1783106908883504,24130,-27998,-322,-24802,-1570,0,0,0
1783106908884584,24134,-27954,-1605,-24557,-3134,0,0,0
1783106908885671,24137,-27851,-2885,-24557,-4685,0,0,0
1783106908886748,24141,-27689,-4159,-24214,-6218,0,0,0
1783106908887828,24145,-27469,-5424,-23776,-7726,0,0,0
1783106908888918,24148,-27192,-5424,-23244,-9204,0,0,0
1783106908890001,24152,-26857,-6677,-22620,-10645,0,0,0
1783106908891039,24155,-26857,-7917,-21907,-12044,0,0,0
1783106908892119,24159,-26466,-9140,-21108,-13396,0,0,0
1783106908893199,24162,-26019,-10344,-20225,-13396,0,0,0
1783106908894287,24166,-25517,-11526,-19262,-14695,0,0,0
